date,fever cough
2022-02-13,10.840852130325814
2022-02-20,11.457393483709273
2022-02-27,11.354636591478696
2022-03-06,11.662907268170427
2022-03-13,12.43358395989975
2022-03-20,14.642857142857142
2022-03-27,13.56390977443609
2022-04-03,14.848370927318296
2022-04-10,14.12907268170426
2022-04-17,16.44110275689223
2022-04-24,15.619047619047619
2022-05-01,16.595238095238095
2022-05-08,17.160401002506266
2022-05-15,17.93107769423559
2022-05-22,17.571428571428573
2022-05-29,19.21553884711779
2022-06-05,18.598997493734338
2022-06-12,16.595238095238095
2022-06-19,15.516290726817044
2022-06-26,15.259398496240602
2022-07-03,11.971177944862157
2022-07-10,13.496047774268439
2022-07-17,12.656580687830688
2022-07-24,12.592006296566248
2022-07-31,11.623390427599613
2022-08-07,12.527431905301805
2022-08-14,11.817113601392938
2022-08-21,12.592006296566248
2022-08-28,12.592006296566248
2022-09-04,13.625196556797322
2022-09-11,14.40008925197063
2022-09-18,14.981258773350614
2022-09-25,16.466469772432784
2022-10-02,15.497853903466149
2022-10-09,18.59742468415938
2022-10-16,20.082635683241552
2022-10-23,22.6010369425548
2022-10-30,25.765182114512474
2022-11-06,30.86655902440342
2022-11-13,29.83336876417234
2022-11-20,32.48091880601448
2022-11-27,40.036122583954224
2022-12-04,34.48272493521218
2022-12-11,33.384960283716666
2022-12-18,34.99932006532772
2022-12-25,33.64325784877444
2023-01-01,29.962517546701225
2023-01-08,19.20919481775584
2023-01-15,13.974937343358397
2023-01-22,15.398310591293049
2023-01-29,17.17752715121136
2023-02-05,16.983430799220276
2023-02-12,18.083310127169778
2023-02-19,17.306924719205423
2023-02-26,18.18035830316532
2023-03-05,17.56571985519354
2023-03-12,17.403972895200965
2023-03-19,17.468671679197996
2023-03-26,18.859695535134133
2023-04-02,16.595238095238095
2023-04-09,15.46300937529008
2023-04-16,15.268913023298989
2023-04-23,14.039636127355424
2023-04-30,14.751322751322752
2023-05-07,12.810359231411864
2023-05-14,14.460178223336118
2023-05-21,13.230901327392557
2023-05-28,13.974937343358397
2023-06-04,13.748491599368792
2023-06-11,12.098672607444538
2023-06-18,10.707648751508401
2023-06-25,12.131021999443051
2023-07-02,9.41367307156781
2023-07-09,9.401945075899993
2023-07-16,9.04931468136216
2023-07-23,9.113042249540767
2023-07-30,9.622862794969622
2023-08-06,10.005228204041263
2023-08-13,10.706231454005936
2023-08-20,10.897414158541759
2023-08-27,10.769959022184542
2023-09-03,12.363148226649713
2023-09-10,12.554330931185532
2023-09-17,12.872968772078567
2023-09-24,13.1916066129716
2023-10-01,15.995619612830298
2023-10-08,14.78479581743677
2023-10-15,15.294616362865623
2023-10-22,17.397626112759646
2023-10-29,18.799632612689
2023-11-05,19.373180726296457
2023-11-12,21.47619047619048
2023-11-19,21.47619047619048
2023-11-26,24.5351137487636
2023-12-03,23.515472657905896
2023-12-10,26.893033771372053
2023-12-17,29.56959163487354
2023-12-24,38.937544157128734
2023-12-31,36.70707927087749
