date,fever flu
2021-09-26,13.55947136563877
2021-10-03,16.38436123348018
2021-10-10,17.110761485210826
2021-10-17,15.819383259911897
2021-10-24,16.14222781623663
2021-10-31,16.62649465072373
2021-11-07,18.321428571428573
2021-11-14,18.886406544996856
2021-11-21,20.904185022026436
2021-11-28,20.25849590937697
2021-12-05,22.841252359974828
2021-12-12,24.778319697923223
2021-12-19,30.750943989930782
2021-12-26,41.646947765890495
2022-01-02,44.861392514359444
2022-01-09,35.210469574025794
2022-01-16,28.013139120016515
2022-01-23,19.969063906712023
2022-01-30,14.32409884474396
2022-02-06,12.912857579251945
2022-02-13,10.584309491190117
2022-02-20,12.70117138942814
2022-02-27,12.842295515977343
2022-03-06,13.265667895624947
2022-03-13,14.39466090801856
2022-03-20,17.640515818650194
2022-03-27,15.100281540764568
2022-04-03,15.947026300059777
2022-04-10,17.00545724917879
2022-04-17,18.0638881982978
2022-04-24,16.864333122629585
2022-05-01,16.22927455315818
2022-05-08,16.582084869531183
2022-05-15,17.781639945199398
2022-05-22,16.15871248988358
2022-05-29,17.781639945199398
2022-06-05,15.45309185713757
2022-06-12,12.48948519960434
2022-06-19,10.654871554464718
2022-06-26,11.924988693407531
2022-07-03,11.219368060661525
2022-07-10,11.653846153846157
2022-07-17,11.13007778738116
2022-07-24,10.999135695764911
2022-07-31,9.165946413137425
2022-08-07,9.427830596369924
2022-08-14,9.82065687121867
2022-08-21,10.082541054451168
2022-08-28,12.177614520311153
2022-09-04,11.522904062229907
2022-09-11,13.225151253241142
2022-09-18,15.320224719101128
2022-09-25,17.153414001728613
2022-10-02,18.070008643042353
2022-10-09,22.522039757994815
2022-10-16,27.49783923941228
2022-10-23,32.604580812445995
2022-10-30,47.13915298184962
2022-11-06,58.79299913569577
2022-11-13,56.95980985306829
2022-11-20,64.42350907519447
2022-11-27,82.49351771823684
2022-12-04,75.1607605877269
2022-12-11,77.91054451166814
2022-12-18,77.25583405358688
2022-12-25,72.93474503025065
2023-01-01,56.436041486603294
2023-01-08,32.400176644112676
2023-01-15,23.261042578591326
2023-01-22,21.21965777954636
2023-01-29,19.285714285714285
2023-02-05,18.641066454436928
2023-02-12,17.566653402308
2023-02-19,17.942697970553127
2023-02-26,16.922005571030642
2023-03-05,16.707122960604856
2023-03-12,15.41782729805014
2023-03-19,14.558296856346997
2023-03-26,16.760843613211303
2023-04-02,13.483883804218067
2023-04-09,13.322721846398727
2023-04-16,13.161559888579388
2023-04-23,11.066454436927975
2023-04-30,11.120175089534422
2023-05-07,11.925984878631121
2023-05-14,10.85157182650219
2023-05-21,11.01273378432153
2023-05-28,11.066454436927975
2023-06-04,10.26064464783128
2023-06-11,9.884600079586152
2023-06-18,8.380421806605652
2023-06-25,8.917628332670116
2023-07-02,8.272980501392759
2023-07-09,8.865569143546344
2023-07-16,8.231222385861562
2023-07-23,8.231222385861562
2023-07-30,8.827687776141385
2023-08-06,9.662739322533138
2023-08-13,10.020618556701033
2023-08-20,10.139911634756997
2023-08-27,11.571428571428573
2023-09-03,12.406480117820326
2023-09-10,14.315169366715761
2023-09-17,15.627393225331373
2023-09-24,18.72901325478645
2023-10-01,17.774668630338734
2023-10-08,20.399116347569958
2023-10-15,20.637702503681886
2023-10-22,23.142857142857146
2023-10-29,22.546391752577325
2023-11-05,24.45508100147276
2023-11-12,28.749631811487486
2023-11-19,30.777614138438885
2023-11-26,28.272459499263626
2023-12-03,32.44771723122239
2023-12-10,38.65095729013255
2023-12-17,52.84683357879235
2023-12-24,73.6038291605302
2023-12-31,64.65684830633286
